state,year,utility,design,plant,reissue,total,sirs,ssf,ssjc,sse,reallocation,ppf,ppyf,ppjc,ppyjc,ppe,ppye,firms,newfirms,jc,newjc,emp,nemp
HI,2009,71,17,8,0,96,0,6.529999999999999,16.259999999999998,1.7000000000000002,20.2,4.138466180971677,63.408190224570674,1.904346273630755,11.708744968898646,0.19818577439026908,11.6264987283517,23197,1514,50411,8199,484394,8257
HI,2010,121,21,2,0,144,0,5.9799999999999995,18.709999999999997,2.21,23.4,6.32577754348972,105.80455547391624,2.576074706166479,13.766730401529637,0.30350420901323194,13.711673966863454,22764,1361,55899,10460,474458,10502
HI,2011,101,23,2,2,128,0,6.12,16.23,1.97,21.2,5.717348579596212,93.36250911743254,2.2130013831258646,13.632974757695175,0.2664523945327299,13.509234828496043,22388,1371,57840,9389,480386,9475
HI,2012,108,21,1,1,131,0,6.11,12.809999999999999,1.6099999999999999,20.2,5.851610309554652,95.83028529626921,2.1346978017501264,16.666666666666668,0.26618279646362947,16.536228225195657,22387,1367,61367,7860,492143,7922
HI,2013,125,19,1,1,146,0,6.08,14.11,1.6400000000000001,19.6,6.495239790016905,106.80321872713972,2.5217196055063305,17.87682135423044,0.2921618576691487,17.820090321005736,22478,1367,57897,8167,499723,8193
HI,2014,136,21,3,0,160,0,6.2700000000000005,16.520000000000003,1.96,17.8,7.1348940914158305,113.87900355871885,2.643099033616916,16.003200640128025,0.3136135731954479,16.003200640128025,22425,1405,60535,9998,510182,9998
ID,1992,239,19,0,1,259,3,11.91,18.08,3.64,29.8,12.32394366197183,103.43450479233226,3.972636358058777,21.97522484303411,0.7973376925231891,21.923142034873877,21016,2504,65196,11786,324831,11814
ID,1993,332,23,0,1,358,2,11.98,20.91,3.71,30.0,16.391190879538485,136.79786014520442,6.067796610169491,29.025458083346848,1.0719942986671938,28.86863962583663,21841,2617,59000,12334,333957,12401
ID,1994,330,33,0,3,366,3,13.200000000000001,21.790000000000003,4.22,26.6,15.853077489496252,120.11814899901542,5.317680561407587,24.409763905562222,1.027227132268123,24.323785472187147,23087,3047,68827,14994,356299,15047
ID,1995,305,21,0,1,327,2,12.659999999999998,21.42,3.8,29.0,13.615355789648998,107.530417625781,5.024276319832832,23.450946643717728,0.8888381499119316,23.385539583780307,24017,3041,65084,13944,367896,13983
ID,1996,364,27,0,1,392,0,12.78,22.15,4.12,31.4,15.804539773414506,123.69832754812244,5.5956833300025695,25.262615196236386,1.0347185011363427,25.12498397641328,24803,3169,70054,15517,378847,15602
ID,1997,565,30,0,2,597,0,13.05,21.82,4.16,33.8,23.343108504398828,178.90320647287982,8.113507563093734,37.18699389560234,1.5372334946956432,36.9865559754662,25575,3337,73581,16054,388360,16141
ID,1998,855,33,0,10,898,0,12.030000000000001,24.21,4.74,29.4,34.52783758843433,286.9009584664537,11.29545540307669,46.64935064935065,2.193239546697929,46.262428519911396,26008,3130,79501,19250,409440,19411
ID,1999,1222,32,0,7,1261,0,11.61,22.259999999999998,3.82,28.2,47.42384355020685,408.48720440557173,17.195298224561597,77.24822347463856,2.93850348379279,76.82466187400999,26590,3087,73334,16324,429130,16414
ID,2000,1570,36,0,8,1614,0,11.15,21.59,3.94,30.4,60.140850318590005,539.2582692950217,20.110395354922314,93.1386692827053,3.643661631610909,92.57772169324309,26837,2993,80257,17329,442961,17434
ID,2001,1697,35,1,4,1737,0,10.89,18.35,3.51,30.2,63.836824696802644,586.0323886639676,19.624901141113998,106.95154239270981,3.7380402081423427,106.4142620841757,27210,2964,88510,16241,464682,16323
ID,2002,1827,47,0,2,1876,0,10.8,23.5,4.32,36.4,67.71096513390602,626.795856999666,22.512900516020643,95.78759254531529,4.1381744386111965,95.78759254531529,27706,2993,83330,19585,453340,19585
ID,2003,1803,43,0,4,1850,0,11.129999999999999,20.36,3.47,27.4,64.80540862437384,582.1271239773442,23.36802748585287,114.757149060232,3.9781609714454054,114.757149060232,28547,3178,79168,16121,465039,16121
ID,2004,1785,36,1,0,1822,0,11.49,20.549999999999997,3.71,26.2,61.64777533412282,536.3556078893141,20.829284464920605,101.35172720698671,3.7504760140385547,101.14355501276785,29555,3397,87473,17977,485805,18014
ID,2005,1529,16,1,3,1549,0,12.4,19.81,3.6700000000000004,26.2,49.64425357348888,400.25839793281654,16.35363549023955,82.56929637526653,3.0214485788073375,82.27545546289902,31202,3870,94719,18760,512668,18827
ID,2006,1663,48,0,6,1717,0,14.149999999999999,23.31,4.26,25.2,52.07448744389179,367.9811401628804,17.383997003108263,74.5646415077952,3.163017928066672,74.1748747191982,32972,4666,98769,23027,542836,23148
ID,2007,1350,34,0,4,1388,0,12.620000000000001,20.79,3.8699999999999997,35.2,40.27858386535113,319.15382846631405,13.845248426449611,66.60907956617717,2.541486843044877,65.60786538097939,34460,4349,100251,20838,546137,21156
ID,2008,1162,41,0,4,1207,0,10.37,20.630000000000003,3.0,28.2,35.55751951686552,342.8003408122692,15.905646702246822,77.09504343382729,2.2540145549208295,75.12292276093856,33945,3521,75885,15656,535489,16067
ID,2009,941,38,0,6,985,0,8.01,24.94,2.93,22.2,30.881615249561076,385.518590998043,17.24288840262582,69.13736225170211,1.9818554593578788,67.66504087380642,31896,2555,57125,14247,497009,14557
ID,2010,1095,62,0,5,1162,0,7.16,17.29,2.34,26.6,37.35253463627889,521.7781769196228,17.74316689570927,102.61391734369481,2.3836386387413078,101.91194527275917,31109,2227,65490,11324,487490,11402
ID,2011,1032,51,0,6,1089,0,7.489999999999999,17.36,2.23,25.4,36.13858100484502,482.28520814880426,17.75987475129652,102.29194063498028,2.2617292155600324,101.4344262295082,30134,2258,61318,10646,481490,10736
ID,2012,930,46,0,3,979,0,7.68,14.280000000000001,2.19,25.6,32.10257082896118,417.84037558685446,13.1314215199721,91.92488262910798,1.9832386956407237,90.61458718992965,30496,2343,74554,10650,493637,10804
ID,2013,992,30,0,7,1029,0,7.64,14.41,2.08,20.4,33.41126047145918,437.5,13.973194280360126,97.00226244343892,1.9998017689208651,95.9351109453664,30798,2352,73641,10608,514551,10726
ID,2014,1012,33,0,0,1045,0,8.02,14.45,2.15,23.2,33.31101973159925,415.34181240063594,13.264282903672111,91.81969949916527,1.973109072336633,91.81969949916527,31371,2516,78783,11381,529621,11381
IL,1992,2,376,2,11,3,4,9.27,18.08,2.97,30.8,0.014795963661113248,0.15958295654024152,0.003968495437553079,0.021953575505664024,0.000651439202916363,0.0219179683504537,202758,18799,755954,136652,4605188,136874
IL,1993,2846,447,5,14,3321,9,9.370000000000001,15.58,2.35,29.2,16.11557013500005,171.93890758477866,4.778204137657169,30.673600014778007,0.7185683159190686,30.54073937833364,206074,19315,695031,108269,4621690,108740
IL,1994,2834,477,2,5,3318,4,9.520000000000001,18.15,2.74,25.4,15.8466343811789,166.54118355669326,4.658548605173263,25.662245253103368,0.7010283227696662,25.572845614927513,209382,19923,712239,129295,4733047,129747
IL,1995,2873,590,3,8,3474,4,9.59,16.04,2.46,25.2,16.301211094583625,169.96086105675147,4.66916656586428,29.11718114842722,0.7132285417063161,29.014072743976282,213113,20440,744030,119311,4870809,119735
IL,1996,3144,508,12,8,3672,2,9.5,16.009999999999998,2.3800000000000003,27.4,17.0066924484172,178.9735341424185,5.045030191867774,31.51606701455644,0.7445800473230096,31.329988737585744,215915,20517,727845,116512,4931639,117204
IL,1997,3007,516,4,10,3537,2,9.29,14.92,2.41,29.0,16.244666632986274,174.83934750370736,4.374183782500297,29.318633952254643,0.7042598461977734,29.167525666927805,217733,20230,808608,120640,5022294,121265
IL,1998,3727,633,0,5,4365,1,9.139999999999999,16.919999999999998,2.64,26.0,19.909233962005978,217.76003991020204,5.435493210303155,32.131736438787755,0.8460117185705678,32.0049858855446,219245,20045,803055,135847,5159503,136385
IL,1999,3736,549,5,14,4304,4,8.82,16.009999999999998,2.41,26.0,19.567105077718324,221.79850553980933,5.460252054572073,34.11567942041392,0.8168577887409135,33.87855984635003,219961,19405,788242,126159,5268971,127042
IL,2000,3833,641,6,22,4502,12,8.55,13.66,2.21,27.4,20.4515513560169,239.11196090928405,5.179499215366845,37.909025076205396,0.833078740374582,37.76687219495827,220130,18828,869196,118758,5404051,119205
IL,2001,3640,610,6,10,4266,7,8.129999999999999,14.35,2.06,28.4,19.35589252171072,238.15106347345503,5.550409059683162,38.66617117892847,0.7925623246414054,38.41893388809337,220398,17913,768592,110329,5382542,111039
IL,2002,3471,451,2,10,3934,4,8.43,15.989999999999998,2.4899999999999998,30.6,17.952321845794394,213.05171946926617,4.867498620421718,30.448445070509745,0.7580731222611622,30.448445070509745,219136,18465,808218,129202,5189473,129202
IL,2003,3299,645,15,5,3964,0,8.559999999999999,15.770000000000001,2.32,27.2,18.004841867162057,210.35873487582253,5.182356455655161,32.855366763365105,0.7634122911689915,32.855366763365105,220163,18844,764903,120650,5192476,120650
IL,2004,3162,570,17,5,3754,0,8.84,16.07,2.32,26.6,16.88063493491018,190.93637149687197,5.006541578700993,31.15559539222521,0.7202672932263025,31.04737329628159,222385,19661,749819,120492,5211954,120912
IL,2005,2752,533,5,7,3297,0,9.08,17.64,2.52,26.8,14.638304673868163,161.2067279483669,4.462466957848163,25.30120481927711,0.6308019622398922,25.029037327199436,225231,20452,738829,130310,5226680,131727
IL,2006,3294,737,12,10,4053,0,9.11,16.06,2.44,25.4,17.90922106156212,196.57580754680376,5.012794809351775,31.217265389118246,0.7584425149976253,31.03178978316795,226308,20618,808531,129832,5343846,130608
IL,2007,2894,802,6,9,3711,1,8.649999999999999,13.969999999999999,2.15,29.2,16.265899906200417,188.14642060433988,4.558167299847815,32.62847848067877,0.6920881143237809,32.206552397483186,228146,19724,814143,113735,5362034,115225
IL,2008,2741,815,16,8,3580,1,8.39,13.420000000000002,1.96,24.6,15.804762619529036,188.4508080223193,4.565295845198214,34.01328228174019,0.6574084701021462,33.52216864085397,226514,18997,784177,105253,5445625,106795
IL,2009,2898,699,10,8,3615,0,7.32,15.93,1.72,20.6,16.434656895281915,224.6597476850413,6.647041193268009,41.73160173160173,0.7082404114729853,41.209260969187106,219962,16091,543851,86625,5104199,87723
IL,2010,3611,739,11,13,4374,0,7.049999999999999,17.19,1.9300000000000002,22.0,20.171927170765002,286.1067503924647,7.950645649139134,46.24705272840694,0.8836658191636692,45.89331430729844,216836,15288,550144,94579,4949835,95308
IL,2011,3806,767,3,18,4594,0,7.5200000000000005,14.93,1.8800000000000001,22.0,21.288229842446707,283.07351038264835,7.342751789735812,49.18313598698156,0.9170870647804031,48.83597321143829,215800,16229,625651,93406,5009339,94070
IL,2012,4345,704,11,18,5078,0,7.449999999999999,12.25,1.66,23.8,23.32567753789619,313.2827441544821,7.441743226152496,60.7459865540589,0.9998035045495194,60.22224594110601,217700,16209,682367,83594,5078998,84321
IL,2013,4644,679,16,18,5357,0,7.23,12.030000000000001,1.5599999999999998,21.6,24.570689465379957,339.6525488206949,8.032050234424315,66.76054933825179,1.0344151084465583,66.30935287418923,218024,15772,666953,80242,5178772,80788
IL,2014,5106,785,20,13,5924,0,6.909999999999999,12.690000000000001,1.66,22.0,27.182541503390933,393.3076616651175,8.624643127000926,67.98489734555929,1.126548219363508,67.98489734555929,217934,15062,686869,87137,5258541,87137
IN,1992,927,162,0,6,1,1,9.46,15.190000000000001,2.44,27.8,0.010556540832699942,0.1115822361080116,0.0028964937942620454,0.019065776930409915,0.0004641364115478996,0.01904399162064369,94728,8962,345245,52450,2154539,52510
IN,1993,972,129,4,2,1107,0,9.62,14.540000000000001,2.15,24.8,11.433942386151191,118.9171769255559,3.4131692216617537,23.48075087496023,0.5016149554663796,23.294964331558678,96817,9309,324332,47145,2206872,47521
IN,1994,1038,123,1,3,1165,1,9.959999999999999,16.23,2.42,25.2,11.788872923033333,118.39430894308943,3.4739927657455367,21.39852689969326,0.5153731611352896,21.33191730906561,98822,9840,335349,54443,2260498,54613
IN,1995,1110,163,1,6,1280,0,9.94,15.920000000000002,2.48,22.8,12.70597577923367,127.8849035867719,3.4920297149903563,21.938845468257234,0.5418459591202622,21.8721164690202,100740,10009,366549,58344,2362295,58522
IN,1996,1278,138,0,1,1417,1,9.71,16.2,2.36,28.2,13.88167755713824,143.03018068032705,4.101290589607555,25.318943644355503,0.5950371299809689,25.210831583816674,102077,9907,345501,55966,2381364,56206
IN,1997,1215,113,1,2,1331,0,9.520000000000001,14.280000000000001,2.3,28.4,12.948352514276264,135.95505617977526,3.414317559750557,23.91304347826087,0.5471671663523846,23.815488119095335,102793,9790,389829,55660,2432529,55888
IN,1998,1372,185,1,2,1560,0,9.4,18.44,2.77,25.2,15.10822720449373,160.67566175713256,4.196424968728564,22.763088776046228,0.625823399055488,22.612956064186008,103255,9709,371745,68532,2492716,68987
IN,1999,1438,260,1,6,1705,1,8.799999999999999,16.8,2.44,25.6,16.538144429894757,187.8580872631115,4.613057794444309,27.466774063632702,0.667128896345777,27.34255977676925,103095,9076,369603,62075,2555728,62357
IN,2000,1428,269,0,4,1701,0,8.459999999999999,14.64,2.21,24.6,16.582664729910213,195.9451676074185,4.290059470665678,29.310909310220048,0.6463505134895746,29.204223538501157,102577,8681,396498,58033,2631699,58245
IN,2001,1358,213,18,4,1593,2,8.110000000000001,14.97,2.0500000000000003,26.8,15.572760865739925,192.0202507232401,4.543626515611764,30.35210730889414,0.615149356178428,30.052067612435856,102294,8296,350601,52484,2589615,53008
IN,2002,1397,331,9,4,1741,4,8.7,17.68,2.6599999999999997,29.8,16.956581023433394,195.00448028673836,4.599650733011543,26.011862963350318,0.6923894036184803,26.011862963350318,102674,8928,378507,66931,2514481,66931
IN,2003,1385,282,4,5,1676,3,8.23,15.06,2.25,25.6,16.303343352691122,198.20245979186376,4.418456282064126,29.340709358916005,0.6606227828143476,29.340709358916005,102801,8456,379318,57122,2537000,57122
